file_path	size_in_bytes	type	label	source_image_label	associated_specimen	associated_annotation_method	associated_protocol
data/220504/data/frames/TS_2022_05_04_030_00046_34.0.tif	23561598	http://bia/Image	Frames 30_00046_34.0		_:Specimen 30		
data/220504/data/frames/TS_2022_05_04_030_00047_36.0.tif	21139750	http://bia/Image	Frames 30_00047_36.0		_:Specimen 30		
data/220504/data/frames/TS_2022_05_04_030_00048_-58.0.tif	34719136	http://bia/Image	Frames 30_00048_-58.0		_:Specimen 30		
data/220504/data/frames/TS_2022_05_04_030_00049_-60.0.tif	34184848	http://bia/Image	Frames 30_00049_-60.0		_:Specimen 30		
data/220504/data/frames/TS_2022_05_04_030_00050_38.0.tif	20392400	http://bia/Image	Frames 30_00050_38.0		_:Specimen 30		
data/220504/data/frames/TS_2022_05_04_030_00051_40.0.tif	19751000	http://bia/Image	Frames 30_00051_40.0		_:Specimen 30		
data/220504/data/frames/TS_2022_05_04_030_00052_42.0.tif	19434160	http://bia/Image	Frames 30_00052_42.0		_:Specimen 30		
data/220504/data/frames/TS_2022_05_04_030_00053_44.0.tif	21591050	http://bia/Image	Frames 30_00053_44.0		_:Specimen 30		
data/220504/data/frames/TS_2022_05_04_030_00054_46.0.tif	18257944	http://bia/Image	Frames 30_00054_46.0		_:Specimen 30		
data/220504/data/frames/TS_2022_05_04_030_00055_48.0.tif	15111236	http://bia/Image	Frames 30_00055_48.0		_:Specimen 30		
data/220504/data/mdoc/TS_2022_05_04_030.mrc.mdoc	42717						
