file_path	size_in_bytes	type	label	source_image_label	associated_annotation_method	associated_protocol
data/VPP/metadata/TS_0007.xf	3066					
data/VPP/metadata/TS_0008.rawtlt	220					
data/VPP/metadata/TS_0008.st	2903187040	http://bia/Image	Tilt series 8	['Frames 8_001_-0.0', 'Frames 8_002_2.0', 'Frames 8_003_-2.0', 'Frames 8_004_-4.0', 'Frames 8_005_4.0', 'Frames 8_006_6.0', 'Frames 8_007_-6.0', 'Frames 8_008_-8.0', 'Frames 8_009_8.0', 'Frames 8_010_10.0', 'Frames 8_011_-10.0', 'Frames 8_012_-12.0', 'Frames 8_013_12.0', 'Frames 8_014_14.0', 'Frames 8_015_-14.0', 'Frames 8_016_-16.0', 'Frames 8_017_16.0', 'Frames 8_018_18.0', 'Frames 8_019_-18.0', 'Frames 8_020_-20.0', 'Frames 8_021_20.0', 'Frames 8_022_22.0', 'Frames 8_023_-22.0', 'Frames 8_024_-24.0', 'Frames 8_025_24.0', 'Frames 8_026_26.0', 'Frames 8_027_-26.0', 'Frames 8_028_-28.0', 'Frames 8_029_28.0', 'Frames 8_030_30.0', 'Frames 8_031_-30.0', 'Frames 8_032_-32.0', 'Frames 8_033_32.0', 'Frames 8_034_34.0', 'Frames 8_035_-34.0', 'Frames 8_036_-36.0', 'Frames 8_037_36.0', 'Frames 8_038_38.0', 'Frames 8_039_-38.0', 'Frames 8_040_-40.0', 'Frames 8_041_40.0', 'Frames 8_042_42.0', 'Frames 8_043_-42.0', 'Frames 8_044_-44.0', 'Frames 8_045_44.0', 'Frames 8_046_46.0', 'Frames 8_047_-46.0', 'Frames 8_048_-48.0', 'Frames 8_049_48.0', 'Frames 8_050_50.0', 'Frames 8_051_-50.0']		_:Tilt series preprocessing
data/VPP/metadata/TS_0008.xf	3723					
data/VPP/metadata/TS_0009.rawtlt	216					
data/VPP/metadata/TS_0009.st	2903187040	http://bia/Image	Tilt series 9	['Frames 9_001_8.0', 'Frames 9_002_10.0', 'Frames 9_003_6.0', 'Frames 9_004_4.0', 'Frames 9_005_12.0', 'Frames 9_006_14.0', 'Frames 9_007_2.0', 'Frames 9_008_-0.0', 'Frames 9_009_16.0', 'Frames 9_010_18.0', 'Frames 9_011_-2.0', 'Frames 9_012_-4.0', 'Frames 9_013_20.0', 'Frames 9_014_22.0', 'Frames 9_015_-6.0', 'Frames 9_016_-8.0', 'Frames 9_017_24.0', 'Frames 9_018_26.0', 'Frames 9_019_-10.0', 'Frames 9_020_-12.0', 'Frames 9_021_28.0', 'Frames 9_022_30.0', 'Frames 9_023_-14.0', 'Frames 9_024_-16.0', 'Frames 9_025_32.0', 'Frames 9_026_34.0', 'Frames 9_027_-18.0', 'Frames 9_028_-20.0', 'Frames 9_029_36.0', 'Frames 9_030_38.0', 'Frames 9_031_-22.0', 'Frames 9_032_-24.0', 'Frames 9_033_40.0', 'Frames 9_034_42.0', 'Frames 9_035_-26.0', 'Frames 9_036_-28.0', 'Frames 9_037_44.0', 'Frames 9_038_46.0', 'Frames 9_039_-30.0', 'Frames 9_040_-32.0', 'Frames 9_041_48.0', 'Frames 9_042_50.0', 'Frames 9_043_-34.0', 'Frames 9_044_-36.0', 'Frames 9_045_52.0', 'Frames 9_046_54.0', 'Frames 9_047_-38.0', 'Frames 9_048_-40.0', 'Frames 9_049_56.0', 'Frames 9_050_58.0', 'Frames 9_051_-42.0']		_:Tilt series preprocessing
data/VPP/metadata/TS_0009.xf	3723					
data/VPP/metadata/TS_0010.rawtlt	220					
data/VPP/metadata/TS_0010.st	2903187040	http://bia/Image	Tilt series 10	['Frames 10_001_-0.0', 'Frames 10_002_2.0', 'Frames 10_003_-2.0', 'Frames 10_004_-4.0', 'Frames 10_005_4.0', 'Frames 10_006_6.0', 'Frames 10_007_-6.0', 'Frames 10_008_-8.0', 'Frames 10_009_8.0', 'Frames 10_010_10.0', 'Frames 10_011_-10.0', 'Frames 10_012_-12.0', 'Frames 10_013_12.0', 'Frames 10_014_14.0', 'Frames 10_015_-14.0', 'Frames 10_016_-16.0', 'Frames 10_017_16.0', 'Frames 10_018_18.0', 'Frames 10_019_-18.0', 'Frames 10_020_-20.0', 'Frames 10_021_20.0', 'Frames 10_022_22.0', 'Frames 10_023_-22.0', 'Frames 10_024_-24.0', 'Frames 10_025_24.0', 'Frames 10_026_26.0', 'Frames 10_027_-26.0', 'Frames 10_028_-28.0', 'Frames 10_029_28.0', 'Frames 10_030_30.0', 'Frames 10_031_-30.0', 'Frames 10_032_-32.0', 'Frames 10_033_32.0', 'Frames 10_034_34.0', 'Frames 10_035_-34.0', 'Frames 10_036_-36.0', 'Frames 10_037_36.0', 'Frames 10_038_38.0', 'Frames 10_039_-38.0', 'Frames 10_040_-40.0', 'Frames 10_041_40.0', 'Frames 10_042_42.0', 'Frames 10_043_-42.0', 'Frames 10_044_-44.0', 'Frames 10_045_44.0', 'Frames 10_046_46.0', 'Frames 10_047_-46.0', 'Frames 10_048_-48.0', 'Frames 10_049_48.0', 'Frames 10_050_50.0', 'Frames 10_051_-50.0']		_:Tilt series preprocessing
data/VPP/metadata/TS_0010.xf	3723					
